		Data				
MS	Coahoma	611430.96	-1618081.17	17867	34.2212436335143	-90.5625549896457
MS	Copiah	751079.82	-2130082.76	23571	31.8645717194858	-90.3687904628569
MS	Covington	500753.65	-1417458.45	15827	31.6392019965881	-89.5595153851014
MS	DeSoto	4512476.3	-11620231.89	129179	34.931964947863	-89.9544963964731
MS	Forrest	1519515.89	-4332701.66	48529	31.3115021945641	-89.2806705269014
MS	Franklin	191752.47	-553740.8	6090	31.4864482758621	-90.9262397372742
MS	George	605908.32	-1736009.64	19596	30.92	-88.59
MS	Greene	196447.2	-557283.6	6292	31.2217418944692	-88.5701843610935
MS	Grenada	586360.18	-1559639.32	17366	33.7648381895658	-89.8099343544858
MS	Hancock	801422.09	-2362079.57	26410	30.3454028776978	-89.4388326391518
MS	Harrison	4508259.29	-13203569.43	148313	30.3969260280623	-89.0250310492
MS	Hinds	6110445.44	-17069865.43	189146	32.3054436255591	-90.2470336671143
MS	Holmes	514152.35	-1398543.93	15540	33.0857368082368	-89.9963918918919
MS	Humphreys	217621.52	-593846.85	6561	33.1689559518366	-90.5116369455876
MS	Itawamba	523871.64	-1349378.99	15269	34.3094924356539	-88.3737631803
MS	Jackson	3064948.56	-8939198.87	100823	30.399299366216	-88.6622979875624
MS	Jasper	429439.39	-1197822.13	13435	31.9642270189803	-89.1568388537402
MS	Jefferson	187868.76	-539147.75	5920	31.7345878378378	-91.0722550675676
MS	Jefferson Davis	261493.35	-744335.26	8287	31.5546458308194	-89.8196283335345
MS	Jones	1557639.34	-4386946.36	49203	31.6574058492368	-89.1601398288722
MS	Kemper	217789.87	-588884.01	6644	32.779932269717	-88.6339569536424
MS	Lafayette	922378.59	-2403317.15	26846	34.3581386426283	-89.5223552857036
MS	Lamar	1604533.96	-4588475.56	51341	31.2524874856353	-89.3725396856314
MS	Lauderdale	1972211.62	-5398875.02	60868	32.4014526516396	-88.6980847078925
MS	Lawrence	417465.27	-1192372.04	13234	31.5449047906906	-90.0991416049569
MS	Leake	469068.11	-1283562.27	14339	32.7127491456866	-89.5154662110329
MS	Lee	2198867.6	-5690868.54	64150	34.2769696024941	-88.711902416212
MS	Leflore	767933.48	-2067644.42	22920	33.5049511343805	-90.2113621291448
MS	Lincoln	758159.54	-2173803.88	24037	31.5413545783584	-90.435739900986
MS	Lowndes	1553270.93	-4097185.75	46350	33.511778425027	-88.3966720604099
MS	Madison	2514772.49	-6972511.96	77389	32.4952188295494	-90.0969383245681
MS	Marion	581545.39	-1672235.69	18609	31.2507598473857	-89.8616631737331
MS	Marshall	1000722.11	-2575077.76	28757	34.7992527036895	-89.5461195535
MS	Monroe	1047120.47	-2731355.84	30857	33.9346167806332	-88.5165712804226
MS	Montgomery	295027.33	-789835.75	8806	33.5029900068135	-89.6929082443788
MS	Neshoba	623842.49	-1696196.7	19037	32.77	-89.1
MS	Newton	656369.62	-1804198.74	20242	32.426124888845	-89.1314464973817
MS	Noxubee	304143.6	-813205.62	9182	33.123894576345	-88.5651949466347
MS	Oktibbeha	939357.69	-2494966.79	28087	33.4445718659878	-88.8299494428027
MS	Panola	947031.53	-2479530.99	27567	34.3538118039685	-89.9456230275329
MS	Pearl River	1258422.7	-3683823.9	41110	30.6111092191681	-89.6089491607881
MS	Perry	272854.14	-775680.14	8721	31.2870244238046	-88.9439445017773
MS	Pike	994653.93	-2882164.25	31861	31.2185408493142	-90.4605709174226
MS	Pontotoc	696842.76	-1810983.62	20343	34.2546704025955	-89.0224460502384
MS	Prentiss	740341.64	-1895155.48	21397	34.6002542412488	-88.5710837967939
MS	Quitman	168677.14	-444275.24	4922	34.2700406338887	-90.2631531897603
MS	Rankin	3536468.33	-9869279.96	109573	32.2749977640477	-90.0703636844843
MS	Scott	804161.42	-2223545.51	24837	32.3775584812981	-89.525526834964
MS	Sharkey	103604.2	-285919.39	3147	32.9215761042262	-90.8545884969812
MS	Simpson	635868.56	-1789475.23	19917	31.925920570367	-89.8466249937239
MS	Smith	310664.2	-871613.55	9741	31.8924340416795	-89.4788574068371
MS	Stone	452265.05	-1308316.69	14678	30.8124437934323	-89.1345339964573
MS	Sunflower	589373.12	-1592745.86	17582	33.5213923330679	-90.5895722898419
MS	Tallahatchie	254490.69	-674904.61	7486	33.9955503606733	-90.1555717339033
MS	Tate	748958.79	-1945336.23	21619	34.6435445672788	-89.9827110412138
MS	Tippah	634560.51	-1623183.22	18251	34.768533778971	-88.9366730590105
MS	Tishomingo	496147.28	-1260887.76	14294	34.7101776969358	-88.210980831118
MS	Tunica	301990.65	-786573.65	8704	34.6956169577206	-90.3692153033088
MS	Union	697451.49	-1800463.68	20226	34.4829175318897	-89.0172886383862
MS	unregistered	17684.94	-49221.9	546	32.39	-90.15
MS	Walthall	342331.44	-991719.5	11008	31.0984229651163	-90.0907976017442
MS	Warren	1271314.28	-3574052.6	39332	32.3226451744127	-90.8688243669277
MS	Washington	1303217.26	-3555172.86	39064	33.3610807904977	-91.0089304730698
MS	Wayne	412705.28	-1155509.88	13038	31.6540328271207	-88.6263138518178
MS	Webster	278812.79	-741104.29	8308	33.5595558497833	-89.2036940298508
MS	Wilkinson	229900.9	-673860.53	7390	31.1097293640054	-91.1854573748309
MS	Winston	449248.44	-1208514.71	13571	33.1035620072213	-89.051264460983
MS	Yalobusha	414499.59	-1090851.49	12161	34.0843343475043	-89.7008050324809
MS	Yazoo	566443.37	-1559747.59	17260	32.8182717265353	-90.3677630359212
MT	Beaverhead	279264.95	-699371.18	6199	45.05	-112.82
MT	Big Horn	366285.38	-864827.83	8037	45.5748886400398	-107.605801916138
MT	Blaine	214180.7	-481770.55	4424	48.4133589511754	-108.899310578662
MT	Broadwater	149619.12	-358403.46	3219	46.48	-111.34
MT	Carbon	331500.32	-798058.51	7320	45.2869289617486	-109.024386612022
MT	Carter	29063.95	-66363.85	635	45.77	-104.51
MT	Cascade	3153886.56	-7399738.84	66453	47.4604090108799	-111.352968865213
MT	Chouteau	120687.64	-278016.16	2515	47.9871332007952	-110.543204771372
MT	Custer	423513.86	-967612.8	9163	46.22	-105.6
MT	Daniels	57999.42	-125558.4	1189	48.78	-105.6
MT	Dawson	319520.72	-711123.47	6781	47.12	-104.87
MT	Deer Lodge	324823.16	-795647.71	7043	46.12	-112.97
MT	Fallon	103713.48	-233691.48	2241	46.28	-104.28
MT	Fergus	363951.42	-846510.28	7742	47.01	-109.34
MT	Flathead	3386790.95	-8024738.56	70154	48.2765195142116	-114.38746985204
MT	Gallatin	3298066.43	-8019224.02	72171	45.6979455737069	-111.11421512796
MT	Garfield	31128.66	-70174.17	657	47.38	-106.81
MT	Glacier	436570.7	-1015498.35	8980	48.6158908685969	-113.084448775056
MT	Golden Valley	20643.55	-48674.1	445	46.39	-109.38
MT	Granite	83092.74	-202939.21	1790	46.4205251396648	-113.373860335196
MT	Hill	607873.18	-1375242.32	12528	48.5211669859515	-109.773492975734
MT	Jefferson	426149.68	-1033918.08	9224	46.2000954032957	-112.089991326973
MT	Judith Basin	33351.36	-78216.88	709	47.04	-110.32
MT	Lake	1225224.44	-2934165.57	25722	47.6333271129772	-114.072217168183
MT	Lewis and Clark	2481007.57	-5960661.54	53198	46.6372339185684	-112.046722433174
MT	Liberty	59340.32	-135654.22	1222	48.56	-111.01
MT	Lincoln	703791.18	-1671745.58	14499	48.5406703910615	-115.300750396579
MT	Madison	185396.9	-457708.79	4087	45.3625886958649	-111.991384878884
MT	McCone	44944.2	-99952.65	945	47.56	-105.77
MT	Meagher	56116.85	-133755	1205	46.57	-111
MT	Mineral	166832.68	-407419.43	3546	47.048133107727	-114.895496333897
MT	Missoula	3958912.44	-9626599.07	84433	46.8882124287897	-114.014651498822
MT	Musselshell	145868.04	-340829.91	3141	46.44	-108.51
MT	Park	589350.64	-1427821.46	12913	45.6401022225664	-110.572404553551
MT	Phillips	121604	-272371.75	2525	48.16	-107.87
MT	Pondera	225560.65	-524161.29	4677	48.2276352362626	-112.072116741501
MT	Powder River	43755.96	-101702	964	45.39	-105.5
MT	Powell	169111.39	-411089.84	3647	46.37	-112.72
MT	Prairie	35276.32	-79283.36	752	46.91	-105.43
MT	Ravalli	1541559.13	-3796504.27	33270	46.3348100390742	-114.111940787496
MT	Richland	442138.83	-964986.73	9252	47.7884597924773	-104.300338305231
MT	Roosevelt	286684.92	-626209.26	5937	48.2878423446185	-105.475704901465
MT	Rosebud	328975.49	-764547.05	7172	45.8694213608477	-106.601652258784
MT	Sanders	362786.63	-877065.02	7615	47.6410544977019	-115.175971109652
MT	Sheridan	89157.6	-191363.1	1830	48.72	-104.57
MT	Silver Bow	1177381.9	-2878166.73	25597	45.9968707270383	-112.441564636481
MT	Stillwater	343933.29	-822652.82	7531	45.669006772009	-109.23553578542
MT	Sweet Grass	123862.2	-296045.75	2695	45.96	-109.85
MT	Teton	235478.46	-552949.06	4929	47.7740839926963	-112.182807871779
MT	Toole	156262.12	-359529.33	3217	48.5738638483059	-111.759194902083
MT	Treasure	25024	-58273.28	544	46	-107.12
MT	Valley	217441.17	-481922.5	4512	48.1917486702128	-106.809064716312
MT	Wheatland	59447.92	-140536.52	1279	46.48	-109.88
MT	Wibaux	36855.84	-81786.88	784	47.01	-104.32
MT	Yellowstone	5575934.34	-13221725.62	121854	45.7591407750259	-108.504649990973
NC	Alamance	4382096.64	-9646317	121488	36.0702015013829	-79.4013976689056
NC	Alexander	999387.1	-2258233.84	27832	35.9078434895085	-81.1380367921817
NC	Alleghany	314230.49	-698438.82	8609	36.5002311534441	-81.1289139272854
NC	Anson	625071.11	-1431896.4	17878	34.9631452063989	-80.0926501845844
NC	Ashe	733257.22	-1641225.59	20138	36.4116208163671	-81.4989368358328
NC	Avery	508208.26	-1152758.16	14076	36.1045936345553	-81.8952941176471
NC	Beaufort	1355233.47	-2936309.44	38150	35.5238131061599	-76.9674820445609
NC	Bertie	537739.17	-1146554.38	14898	36.0947221103504	-76.9602886293462
NC	Bladen	753031.77	-1713457.95	21780	34.5744614325069	-78.6711639118457
NC	Brunswick	2852599.65	-6554749.34	83818	34.033258369324	-78.2021682693455
NC	Buncombe	7047874.89	-16356264.17	198158	35.5669460228706	-82.5415283258814
NC	Burke	2254454.73	-5150860.09	63100	35.7282841521395	-81.6301123613312
NC	Cabarrus	5163214.41	-11752115.23	145817	35.4088646042643	-80.5949596411941
NC	Caldwell	2169280.61	-4929069.65	60484	35.8653629058925	-81.4937776932743
NC	Camden	285865.87	-599208.24	7863	36.355827292382	-76.2060587561999
NC	Carteret	1675216.63	-3702484.62	48223	34.7389550629368	-76.7783966157228
NC	Caswell	450812.56	-981140.94	12369	36.446969035492	-79.3225757943245
NC	Catawba	4808572.86	-10945158.97	134722	35.6925584537047	-81.2425511052389
NC	Chatham	1304069.85	-2897766.34	36538	35.6907835677924	-79.3082910942033
NC	Cherokee	717308.02	-1715230.93	20428	35.1139622087331	-83.9647018797729
NC	Chowan	421296.85	-894509.35	11677	36.0792027061745	-76.6043804059262
NC	Clay	245067.05	-586318.9	6995	35.0346032880629	-83.8197140814868
NC	Cleveland	2634111.83	-6083723.71	74661	35.2809610104338	-81.4846266457722
NC	Columbus	1371726.5	-3148189.7	40008	34.2863052389522	-78.6890046990602
NC	Craven	2948992.31	-6477224.72	84072	35.0769853221049	-77.0437805690361
NC	Cumberland	8339713.23	-18770436.92	237984	35.0431677339653	-78.8726843821433
NC	Currituck	695252.84	-1452293.19	19108	36.3854322796734	-76.0044583420557
NC	Dare	1068197.29	-2251720.64	29761	35.8925200766103	-75.6601135714526
NC	Davidson	3907677.82	-8748614.48	109108	35.8147690361843	-80.1830707189207
NC	Davie	1199045.34	-2688388.5	33398	35.9017108808911	-80.4954937421403
NC	Duplin	1640175.84	-3658735.7	46912	34.9628206002728	-77.9914670020464
NC	Durham	7159565.58	-15700708.61	198971	35.9829602303853	-78.9095325952023
NC	Edgecombe	1355372.14	-2931836.57	37753	35.9010446851906	-77.6583733743014
NC	Forsyth	10583821.23	-23520299.77	293149	36.1038967555748	-80.233259434622
NC	Franklin	1523583.15	-3310159.21	42239	36.0705307890812	-78.3673668884206
NC	Gaston	5792434.26	-13325233.82	164197	35.2773452620937	-81.1539420330457
NC	Gates	321823.24	-677128.4	8828	36.4548300860897	-76.702356139556
NC	Graham	215981.8	-512437	6115	35.32	-83.8
NC	Granville	1333799.97	-2893619.32	36800	36.2445644021739	-78.6309597826087
NC	Greene	388498.9	-850609.06	10953	35.4696338902584	-77.6599160047476
NC	Guilford	13626190.44	-30173565.54	377903	36.0573756757686	-79.8447367181525
NC	Halifax	1299545.45	-2775508.67	35749	36.3519385157627	-77.6387778679124
NC	Harnett	3128917.08	-6980077.98	88531	35.3426153550734	-78.8433201929268
NC	Haywood	1643780.81	-3837710.31	46270	35.5258441754917	-82.9416535552194
NC	Henderson	2638368.5	-6160881.94	74701	35.3190519537891	-82.4738884352284
NC	Hertford	562401.4	-1191439.01	15474	36.3449269742794	-76.9961877988885
NC	Hoke	960520.99	-2175935.74	27467	34.97	-79.22
NC	Hyde	109971.73	-236393.45	3107	35.3948278081751	-76.0841486964918
NC	Iredell	4587655.16	-10391206.53	128532	35.6927081193788	-80.845287788255
NC	Jackson	872288.44	-2054096.65	24690	35.3296249493722	-83.1954900769542
NC	Johnston	3819958.54	-8422041.57	107469	35.5447481599345	-78.3671716494989
NC	Jones	166781.02	-367959.41	4760	35.0380294117647	-77.3023970588235
NC	Lee	1849916.87	-4133941.53	52223	35.4234124810907	-79.159403519522
NC	Lenoir	1720785.01	-3790603.21	48817	35.2497082983387	-77.6492453448594
NC	Lincoln	2200942.36	-5035897.29	62019	35.4881949080121	-81.1992661926184
NC	Macon	948856.44	-2249927	26988	35.1584570920409	-83.3676819327108
NC	Madison	545140.68	-1258142.67	15223	35.8103317348749	-82.6474853839585
NC	Martin	673759.45	-1448799.47	18795	35.8478026070764	-77.0843027400905
NC	McDowell	1202668.44	-2764761.48	33710	35.6769041827351	-82.0160628893503
NC	Mecklenburg	25630738.75	-58834014.94	727905	35.2116536498582	-80.8265020023217
NC	Mitchell	422814.01	-965536.51	11761	35.9505152623076	-82.0964637360769
NC	Montgomery	680949.73	-1539861.48	19282	35.3153059848563	-79.8600497873665
NC	Moore	2397134.84	-5405899.55	68040	35.2312586713698	-79.4517864491476
NC	Nash	2924000.38	-6337648.45	81363	35.9377159150965	-77.8934952005211
NC	New Hanover	5260698.08	-11980963.39	153785	34.2081352537634	-77.9072301589882
NC	Northampton	518994.77	-1103356.09	14247	36.4283547413491	-77.4448017126413
NC	Onslow	4847183.21	-10796845.47	139550	34.7343834467933	-77.3690108921534
NC	Orange	3663374.32	-8058064.15	101922	35.9429202723651	-79.0610874001688
NC	Pamlico	254921.12	-557864.85	7267	35.0792789321591	-76.7668707857438
NC	Pasquotank	1105320.82	-2321508.76	30458	36.29	-76.22
NC	Pender	1295470.3	-2925709.5	37584	34.4686648573861	-77.8445482120051
NC	Perquimans	351961.24	-743803.14	9726	36.1876660497635	-76.4757495373226
NC	Person	1286005.69	-2793165.99	35383	36.3452983070966	-78.9409035412486
NC	Pitt	4177611.95	-9090328.46	117463	35.5653435549918	-77.3888667920962
NC	Polk	535516.84	-1249635.83	15198	35.2360073693907	-82.2237024608501
NC	Randolph	4181068.75	-9327980.05	116848	35.7821165103382	-79.8300360297138
NC	Richmond	1183728.1	-2701904.34	33885	34.9336904234912	-79.7374749889332
NC	Robeson	3347128.45	-7633562.36	96507	34.6827530645445	-79.0985354430249
NC	Rockingham	2813862.35	-6168489.62	77323	36.39101366993	-79.7756116550056
NC	Rowan	3479905.72	-7860485.11	97646	35.6379751346701	-80.49981678717
NC	Rutherford	1799277.12	-4168103.51	50907	35.3443950733691	-81.8768246017247
NC	Sampson	1559800.1	-3494169.93	44570	34.9966367511779	-78.397350908683
NC	Scotland	883864.94	-2019983.45	25416	34.7759261882279	-79.4768433270381
NC	Stanly	1683978.73	-3825300.41	47674	35.3227908293829	-80.2387131350422
NC	Stokes	1219316.99	-2695222.58	33575	36.3162171258377	-80.274685927029
NC	Surry	2331983.85	-5163648.42	64031	36.4196069091534	-80.6429451359498
NC	Swain	470303.18	-1106345.84	13269	35.4437546160223	-83.378237998342
NC	Transylvania	830410.89	-1950184.25	23574	35.2257101043522	-82.7260647323322
NC	Tyrrell	105431.76	-223870	2936	35.91	-76.25
NC	Union	5579383.49	-12850721.54	159403	35.0017470812971	-80.6178148466466
NC	unregistered	22857.03	-52033.77	639	35.77	-81.43
NC	Vance	1229970.54	-2653455.47	33848	36.3380566060033	-78.3932719806193
NC	Wake	27183941.43	-59760820.01	759583	35.787980286552	-78.6758260914212
NC	Warren	616010.84	-1320591.41	16911	36.4266359174502	-78.0906753001005
NC	Washington	358427.3	-766045.04	9994	35.8642485491295	-76.6504942965779
NC	Watauga	1012435.95	-2283630.01	27960	36.2101555793991	-81.6748930615164
NC	Wayne	2767083.82	-6099219.3	78224	35.3738471568828	-77.9712019329106
NC	Wilkes	1724994.48	-3870369.1	47690	36.1709893059342	-81.1568274271336
NC	Wilson	2236880.51	-4878721.58	62612	35.7260670478502	-77.9199127962691
NC	Yadkin	1132985.96	-2527145.52	31324	36.1699003958626	-80.6776120546546
NC	Yancey	491525.4	-1125967.05	13683	35.9223415917562	-82.2894869546152
ND	Adams	77004	-171802.62	1674	46	-102.63
ND	Barnes	301320.24	-629356	6422	46.92	-98
ND	Benson	153701.1	-317415.39	3201	48.0165885660731	-99.1613214620431
ND	Bottineau	208839.84	-430032.15	4279	48.8057583547558	-100.498282308951
ND	Bowman	119216.36	-266846.2	2582	46.1720991479473	-103.348644461658
ND	Burke	52558.08	-110662.4	1080	48.6648888888889	-102.465185185185
ND	Burleigh	3126516.36	-6725636.62	66753	46.8370913666801	-100.754072775755
ND	Cass	5358912.75	-11073588.42	114345	46.8661747343566	-96.8436610258429
ND	Cavalier	114342.2	-230677.65	2345	48.76	-98.37
ND	Dickey	194646.71	-415156.18	4222	46.1029630506869	-98.3316390336334
ND	Divide	53556.45	-113102.55	1095	48.91	-103.29
ND	Dunn	76718.21	-166245.42	1620	47.3569197530864	-102.62062962963
ND	Eddy	88221.92	-183282.57	1849	47.7133153055706	-99.1252406706328
ND	Emmons	91716.66	-198822.3	1984	46.2281552419355	-100.212852822581
ND	Foster	117248.95	-244925.52	2471	47.45	-99.12
ND	Golden Valley	52492.29	-116376	1119	46.91	-104
ND	Grand Forks	2333242.29	-4730741.25	48710	47.9006834325601	-97.1205347977828
ND	Grant	60005.62	-131538.45	1293	46.4080587780356	-101.73120649652
ND	Griggs	59584.64	-123238.72	1256	47.44	-98.12
ND	Hettinger	87237.22	-192637.58	1878	46.4521938232162	-102.575921192758
ND	Kidder	39072.9	-83324.94	834	46.85	-99.91
ND	Lamoure	92544.95	-196578.39	1996	46.3652054108217	-98.4861673346694
ND	Logan	40362	-86591.68	868	46.5	-99.76
ND	McHenry	136168.02	-284678.82	2826	48.1840127388535	-100.735605095541
ND	McIntosh	97139.11	-209375.09	2105	46.1468456057007	-99.4656009501188
ND	McKenzie	113525	-245266.25	2375	47.8	-103.27
ND	McLean	319229.56	-680059.94	6725	47.4690795539034	-101.12415464684
ND	Mercer	326073.36	-701229.75	6897	47.2775641583297	-101.671705089169
ND	Morton	1088952.44	-2349432.5	23260	46.8165279449699	-101.00741616509
ND	Mountrail	244170.96	-520033.18	5079	48.0746131128175	-102.388891514078
ND	Nelson	84368.86	-172808.16	1759	47.9641046048891	-98.2422740193292
ND	Oliver	49842.38	-107164.82	1058	47.11	-101.29
ND	Pembina	291186.93	-582008.42	5967	48.7995525389643	-97.5378615719792
ND	Pierce	147981.6	-305969.4	3060	48.36	-99.99
ND	Ramsey	390749.42	-803022.14	8122	48.11	-98.87
ND	Ransom	181993.47	-382312.98	3915	46.4861992337165	-97.6533793103448
ND	Renville	78531.39	-163643.13	1614	48.656375464684	-101.389795539033
ND	Richland	517810.15	-1083707.06	11202	46.2247946795215	-96.7422835207999
ND	Rolette	470885.29	-962401.14	9644	48.8267617171298	-99.7927353795106
ND	Sargent	117373.48	-247799.86	2540	46.210031496063	-97.559
ND	Sheridan	26826.2	-56748.6	565	47.48	-100.44
ND	Sioux	73728	-161008	1600	46.08	-100.63
ND	Stark	937637.56	-2055966.82	20001	46.8795340232988	-102.793201339933
ND	Steele	102033.58	-209585.69	2147	47.5237913367489	-97.6179273404751
ND	Stutsman	679012.25	-1428842.75	14475	46.9093091537133	-98.7110708117444
ND	Towner	57982.08	-118643.2	1196	48.48	-99.2
ND	Traill	239363.54	-490081.85	5042	47.4739270130901	-97.1998909163031
ND	Walsh	392169.16	-789996.47	8102	48.4039940755369	-97.5063527524068
ND	Ward	2338664.57	-4910181.65	48461	48.2586940013619	-101.32233445451
ND	Wells	136972.31	-286508.83	2869	47.7421784593935	-99.8636563262461
ND	Williams	831220.09	-1786273.65	17250	48.186671884058	-103.552095652174
NE	Adams	936048.58	-2269920.93	23066	40.581313621781	-98.4098209485823
NE	Antelope	176513.49	-411035.94	4190	42.1273245823389	-98.0992696897375
NE	Boone	200627.27	-471872.8	4815	41.6671381100727	-98.0005815160956
NE	Box Butte	414161.86	-1011566.57	9831	42.1281517648256	-102.895592513478
NE	Boyd	27779.76	-63957.6	648	42.87	-98.7
NE	Brown	85675.56	-201097.9	2014	42.54	-99.85
NE	Buffalo	1478123.66	-3594789.4	36290	40.7308806833839	-99.0572995315514
NE	Burt	248122.99	-571331.59	5930	41.8419881956155	-96.3459679595279
NE	Butler	219741.61	-517503.5	5327	41.250536887554	-97.1472686314999
NE	Cass	837792.36	-1965386.52	20462	40.9438158537777	-96.0505581077118
NE	Cedar	275911.3	-631032.65	6489	42.5198489751888	-97.2465171829249
NE	Chase	119908.52	-300814.6	2962	40.4822822417286	-101.557933828494
NE	Cherry	150130.74	-352126.1	3502	42.87	-100.55
NE	Cheyenne	340057.39	-850836.69	8263	41.1542284884425	-102.96946508532
NE	Clay	213032.31	-515187.39	5256	40.5312614155251	-98.0189098173516
NE	Colfax	357472.84	-835404.91	8606	41.5376295607716	-97.0723808970486
NE	Cuming	309790.85	-715393.77	7395	41.8919337390128	-96.7401987829615
NE	Custer	345310.87	-831093.29	8337	41.4190800047979	-99.6873323737556
NE	Dakota	738289.03	-1678021.27	17399	42.4328426921087	-96.4435467555607
NE	Dawes	260383.44	-627271.19	6085	42.7910336894002	-103.084829909614
NE	Dawson	775510.59	-1897367.7	18999	40.8184951839571	-99.8667140375809
NE	Deuel	69014.1	-171910.5	1680	41.0798214285714	-102.327678571429
NE	Dixon	191792.17	-437574.18	4520	42.4318960176991	-96.8084469026549
NE	Dodge	1304088.13	-3035500.34	31447	41.4693970808026	-96.5275015104779
NE	Douglas	17040342.49	-39655056.91	412972	41.2627066483926	-96.023597023527
NE	Dundy	42493.05	-107723.33	1061	40.05	-101.53
NE	Fillmore	170984.21	-411512.66	4217	40.5464097699787	-97.5842210101968
NE	Franklin	60609.33	-149358.12	1509	40.1652286282306	-98.9782107355865
NE	Frontier	61859.89	-152632.73	1522	40.6438173455979	-100.284316688568
NE	Furnas	119522.33	-296898.14	2969	40.2567632199394	-99.9993735264399
NE	Gage	667370.05	-1602855.14	16573	40.2685120376516	-96.7148458335847
NE	Garden	63224.48	-156276.32	1528	41.377277486911	-102.275078534031
NE	Garfield	75747.14	-179722.69	1813	41.78	-99.13
NE	Gosper	62452.62	-153684.54	1539	40.58	-99.86
NE	Greeley	72092.66	-170811.58	1734	41.5759284890427	-98.5072549019608
NE	Hall	1952692.01	-4695570.19	47730	40.9112090928138	-98.377753823591
NE	Hamilton	311923.92	-748104.06	7632	40.870534591195	-98.0220204402516
NE	Harlan	106979.28	-264990.42	2664	40.1573873873874	-99.4708783783784
NE	Hayes	20492.72	-51358.8	508	40.34	-101.1
NE	Hitchcock	85804.59	-215571.03	2135	40.1895035128806	-100.970037470726
NE	Holt	324144.53	-753652.83	7632	42.471767557652	-98.7490605345912
NE	Hooker	31487.96	-75678.96	749	42.04	-101.04
NE	Howard	172423.36	-412301.67	4188	41.170811843362	-98.4483452722063
NE	Jefferson	213193.82	-515624.24	5309	40.1570578263326	-97.1226671689584
NE	Johnson	138135.02	-328900.68	3418	40.4139906377999	-96.2260620245758
NE	Kearney	198738.84	-486149.24	4910	40.4763421588595	-99.0120651731161
NE	Keith	267724.97	-661959.67	6510	41.1251874039939	-101.683513056836
NE	Keya Paha	21024.62	-48972.34	491	42.82	-99.74
NE	Kimball	106249.71	-267106.05	2577	41.23	-103.65
NE	Knox	308485.13	-707717.08	7241	42.6025590388068	-97.7374782488607
NE	Lancaster	8985334.37	-21287986.96	220196	40.806074451852	-96.6774462751367
NE	Lincoln	1207473.83	-2959462.17	29363	41.1222909784423	-100.78882164629
NE	Logan	31641.61	-76689.13	763	41.47	-100.51
NE	Madison	1335214.18	-3098013.27	31789	42.0023964264368	-97.4555119695492
NE	Merrick	249349.43	-593705.78	6059	41.1535616438356	-97.9874203663971
NE	Morrill	158724.1	-392785.12	3806	41.7036521282186	-103.201555438781
NE	Nance	114218	-269981.95	2759	41.3983327292497	-97.8550018122508
NE	Nemaha	183145.53	-434569.93	4534	40.3938089986767	-95.8469188354654
NE	Nuckolls	130503.63	-319196.11	3254	40.105602335587	-98.0934572833436
NE	Otoe	443558.31	-1046946.55	10906	40.6710352099762	-95.9972996515679
NE	Pawnee	41874.84	-100380.6	1044	40.11	-96.15
NE	Perkins	76166.6	-189625.54	1865	40.84	-101.675892761394
NE	Phelps	306764.69	-753807.41	7583	40.4542648028485	-99.4075445074509
NE	Pierce	230833.51	-533041.63	5461	42.2694579747299	-97.6087950924739
NE	Platte	1169805.52	-2747530.9	28216	41.4589424440034	-97.3749255741423
NE	Polk	169713.65	-402423.01	4125	41.142703030303	-97.5570933333334
NE	Red Willow	344738.61	-862651.23	8575	40.2027533527697	-100.600726530612
NE	Richardson	214961.68	-513068.82	5363	40.0823568898005	-95.6682491143017
NE	Rock	45262.54	-105800.39	1063	42.58	-99.53
NE	Saline	466582.66	-1115591.63	11500	40.5724052173913	-97.007967826087
NE	Sarpy	5588154.72	-13029916.87	135726	41.1723230626409	-96.0016273226943
NE	Saunders	646200.43	-1515971.91	15700	41.1592630573248	-96.5587203821656
NE	Scotts Bluff	1242230.67	-3077012.83	29676	41.8597745653053	-103.686912993665
NE	Seward	498206.42	-1183822.61	12192	40.8633874671916	-97.0983111876641
NE	Sheridan	180395.68	-432061.68	4220	42.7477914691943	-102.38428436019
NE	Sherman	72245.16	-173472.73	1752	41.2358219178082	-99.0141152968036
NE	Sioux	20059.6	-48823.6	470	42.68	-103.88
NE	Stanton	111010.68	-257138.04	2646	41.9541496598639	-97.1799092970521
NE	Thayer	116994.52	-284370.7	2912	40.1766895604396	-97.6547733516483
NE	Thomas	20565.3	-49279.3	490	41.97	-100.57
NE	Thurston	187311.5	-428990.45	4444	42.149302430243	-96.53250450045
NE	Valley	126407.5	-300924.72	3041	41.5677408747123	-98.9558434725419
NE	Washington	656288.95	-1519809.38	15807	41.5188808755615	-96.1478699310432
NE	Wayne	258636.51	-594789.54	6127	42.2125852782765	-97.0767977803166
NE	Webster	88415.92	-216555.88	2199	40.2073306048204	-98.4792542064575
NE	York	443365.83	-1059404.29	10853	40.8519146779692	-97.6139583525293
NH	Belknap	2520286.48	-4138107.12	57925	43.5094774277082	-71.4390525679758
NH	Carroll	1789123.68	-2905955.04	40838	43.8102669082717	-71.15811352172
NH	Cheshire	2718688.47	-4579338.96	63370	42.9018221555941	-72.2635152280259
NH	CoÃƒÂ¶s	22160.35	-35244.57	493	44.95	-71.49
NH	Coos	1182817.96	-1895559.82	26554	44.5438713564811	-71.3850952775476
NH	Grafton	3080838.6	-5056524.86	70283	43.834762318057	-71.9452052416658
